NUTS 3 CODE;LAU CODE;LAU NAME NATIONAL;LAU NAME LATIN;CHANGE (Y/N);POPULATION;TOTAL AREA (m2);DEGURBA;DEG change compared to last year;COASTAL AREA (yes/no);COAST change compared to last year;CITY_ID;CITY_ID change compared to last year;CITY_NAME;GREATER_CITY_ID;GREATER_CITY_ID change compared to last year;GREATER_CITY_NAME;FUA_ID;FUA_ID change compared to last year;FUA_NAME
HR046;00825;DONJI KRALJEVEC;DONJI KRALJEVEC;no;4659;36279241;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;00833;DONJI KUKURUZARI;DONJI KUKURUZARI;no;1634;113886933;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR032;00841;DONJI LAPAC;DONJI LAPAC;no;2113;350698991;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;00868;DONJI MIHOLJAC;DONJI MIHOLJAC;no;9491;134551186;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR046;00892;DONJI VIDOVEC;DONJI VIDOVEC;no;1399;13817263;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;05681;DRAGALIĆ;DRAGALIĆ;no;1361;61620990;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;00906;DRAGANIĆ;DRAGANIĆ;no;2741;72547963;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR04B;00914;DRAŽ;DRAŽ;no;2767;149529300;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;00922;DRENOVCI;DRENOVCI;no;5174;200268158;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;00949;DRENJE;DRENJE;no;2700;106397984;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR034;00957;DRNIŠ;DRNIŠ;no;7498;351748047;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;00965;DRNJE;DRNJE;no;1863;29586702;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;00973;DUBRAVA;DUBRAVA;no;5245;115652067;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR042;05495;DUBRAVICA;DUBRAVICA;no;1437;20556107;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR037;05983;DUBROVAČKO PRIMORJE;DUBROVAČKO PRIMORJE;no;2170;197635759;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;00981;DUBROVNIK;DUBROVNIK;no;42615;142637918;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;00990;DUGA RESA;DUGA RESA;no;11180;60914660;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;01007;DUGI RAT;DUGI RAT;no;7092;11023496;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR042;01015;DUGO SELO;DUGO SELO;no;17466;54285770;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR035;05851;DUGOPOLJE;DUGOPOLJE;no;3469;63647259;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR04E;01023;DVOR;DVOR;no;5570;505685965;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;01031;ĐAKOVO;ĐAKOVO;no;27745;168935956;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;01040;ĐELEKOVEC;ĐELEKOVEC;no;1533;26261128;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR047;01058;ĐULOVAC;ĐULOVAC;no;3245;186960787;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;01066;ĐURĐENOVAC;ĐURĐENOVAC;no;6750;116366797;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;01074;ĐURĐEVAC;ĐURĐEVAC;no;8264;157764285;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;01082;ĐURMANEC;ĐURMANEC;no;4235;57810520;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;01104;ERDUT;ERDUT;no;7308;157504362;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR004L;no;Osijek
HR04B;01112;ERNESTINOVO;ERNESTINOVO;no;2189;32040394;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR004L;no;Osijek
HR034;01139;ERVENIK;ERVENIK;no;1105;212828798;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;01147;FARKAŠEVAC;FARKAŠEVAC;no;1937;73770275;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;06190;FAŽANA - FASANA;FAŽANA - FASANA;no;3635;13643837;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR006L;no;Pula
HR045;01155;FERDINANDOVAC;FERDINANDOVAC;no;1750;49706886;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;01163;FERIČANCI;FERIČANCI;no;2134;45792255;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;06297;FUNTANA - FONTANE;FUNTANA - FONTANE;no;907;7958645;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;01171;FUŽINE;FUŽINE;no;1592;85811453;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR033;05711;GALOVAC;GALOVAC;no;1234;9509125;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR04A;01180;GARČIN;GARČIN;no;4806;88299130;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR003L;no;Slavonski Brod
HR047;01198;GAREŠNICA;GAREŠNICA;no;10472;226349964;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;01201;GENERALSKI STOL;GENERALSKI STOL;no;2642;99998038;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;01210;GLINA;GLINA;no;9283;544203109;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;01228;GOLA;GOLA;no;2431;75935959;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR046;01236;GORIČAN;GORIČAN;no;2823;21657818;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;01244;GORJANI;GORJANI;no;1591;50918780;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;06181;GORNJA RIJEKA;GORNJA RIJEKA;no;1779;32635628;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;01252;GORNJA STUBICA;GORNJA STUBICA;no;5284;48681658;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR04A;05690;GORNJA VRBA;GORNJA VRBA;no;2512;20134149;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR003L;no;Slavonski Brod
HR04A;01279;GORNJI BOGIĆEVCI;GORNJI BOGIĆEVCI;no;1975;41836353;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR044;01295;GORNJI KNEGINEC;GORNJI KNEGINEC;no;5349;22208524;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR046;06041;GORNJI MIHALJEVEC;GORNJI MIHALJEVEC;no;1917;32132215;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR032;01309;GOSPIĆ;GOSPIĆ;no;12745;967449462;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;01317;GRAČAC;GRAČAC;no;4690;958257970;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;01325;GRAČIŠĆE;GRAČIŠĆE;no;1419;60064788;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR041;01333;GRAD ZAGREB;GRAD ZAGREB;no;790017;641251273;1;no;no;no;HR001C;no;Zagreb;N/A;N/A;N/A;HR001L;no;Zagreb
HR035;01341;GRADAC;GRADAC;no;3261;72122900;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;01350;GRADEC;GRADEC;no;3681;88983455;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR048;01368;GRADINA;GRADINA;no;3850;120217871;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;01376;GRADIŠTE;GRADIŠTE;no;2773;57625563;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;01384;GROŽNJAN - GRISIGNANA;GROŽNJAN - GRISIGNANA;no;736;67055015;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR047;01392;GRUBIŠNO POLJE;GRUBIŠNO POLJE;no;6478;265218883;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;01406;GUNDINCI;GUNDINCI;no;2027;58472966;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;01414;GUNJA;GUNJA;no;3732;31092765;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;05100;GVOZD;GVOZD;no;2970;212363828;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR047;01449;HERCEGOVAC;HERCEGOVAC;no;2383;50630465;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;01457;HLEBINE;HLEBINE;no;1304;30741515;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;01465;HRAŠĆINA;HRAŠĆINA;no;1617;27266476;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR035;01481;HRVACE;HRVACE;no;3617;207765303;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR04E;01490;HRVATSKA DUBICA;HRVATSKA DUBICA;no;2089;129569761;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;01503;HRVATSKA KOSTAJNICA;HRVATSKA KOSTAJNICA;no;2756;52492611;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;01520;HUM NA SUTLI;HUM NA SUTLI;no;5060;36911971;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;01538;HVAR;HVAR;no;4251;75686824;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;01546;ILOK;ILOK;no;6767;129033252;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;01554;IMOTSKI;IMOTSKI;no;10764;58458343;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR044;01562;IVANEC;IVANEC;no;13758;95922989;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;01589;IVANIĆ-GRAD;IVANIĆ-GRAD;no;14548;173482200;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR04C;01597;IVANKOVO;IVANKOVO;no;8006;103645407;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR047;01619;IVANSKA;IVANSKA;no;2911;132127256;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;06092;JAGODNJAK;JAGODNJAK;no;2023;102484173;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;01635;JAKOVLJE;JAKOVLJE;no;3930;35582032;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR049;01643;JAKŠIĆ;JAKŠIĆ;no;4058;43419574;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR044;01651;JALŽABET;JALŽABET;no;3615;37986773;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;05991;JANJINA;JANJINA;no;551;30101542;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;01660;JARMINA;JARMINA;no;2458;12952589;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;01678;JASENICE;JASENICE;no;1398;121634678;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR04E;01686;JASENOVAC;JASENOVAC;no;1997;163927836;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;01694;JASTREBARSKO;JASTREBARSKO;no;15866;226435543;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR031;01708;JELENJE;JELENJE;no;5344;109078019;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR035;01716;JELSA;JELSA;no;3582;139698911;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;05525;JESENJE;JESENJE;no;1560;24468832;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;01724;JOSIPDOL;JOSIPDOL;no;3773;167213976;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;01732;KALI;KALI;no;1638;9448734;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;05592;KALINOVAC;KALINOVAC;no;1597;35318234;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;05606;KALNIK;KALNIK;no;1351;26662489;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;06238;KAMANJE;KAMANJE;no;891;14640583;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;01759;KANFANAR;KANFANAR;no;1543;59894516;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR047;01767;KAPELA;KAPELA;no;2984;104322464;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR049;01775;KAPTOL;KAPTOL;no;3472;85443456;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR032;01783;KARLOBAG;KARLOBAG;no;917;280829409;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;01791;KARLOVAC;KARLOVAC;no;55705;401113326;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;05967;KAROJBA;KAROJBA;no;1438;34677246;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;01805;KASTAV;KASTAV;no;10440;11412427;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR035;01813;KAŠTELA;KAŠTELA;no;38667;57627769;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR036;05975;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;no;1463;35212386;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR034;01830;KIJEVO;KIJEVO;no;417;76850043;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR034;01848;KISTANJE;KISTANJE;no;3481;242973411;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;01856;KLAKAR;KLAKAR;no;2319;53530544;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR003L;no;Slavonski Brod
HR031;01864;KLANA;KLANA;no;1975;94328665;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR043;01872;KLANJEC;KLANJEC;no;2915;25620204;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR044;01899;KLENOVNIK;KLENOVNIK;no;2022;25743181;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;01902;KLINČA SELA;KLINČA SELA;no;5231;77019260;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR035;01929;KLIS;KLIS;no;4801;149071620;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR042;01937;KLOŠTAR IVANIĆ;KLOŠTAR IVANIĆ;no;6091;77486542;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR045;01945;KLOŠTAR PODRAVSKI;KLOŠTAR PODRAVSKI;no;3306;51270772;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;01953;KNEŽEVI VINOGRADI;KNEŽEVI VINOGRADI;no;4614;249613887;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR034;01961;KNIN;KNIN;no;15407;355011490;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;06220;KOLAN;KOLAN;no;791;28840654;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;01970;KOMIŽA;KOMIŽA;no;1526;48304005;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;01988;KONAVLE;KONAVLE;no;8577;210126482;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR047;01996;KONČANICA;KONČANICA;no;2360;83983065;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;02003;KONJŠČINA;KONJŠČINA;no;3790;44294029;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR045;02011;KOPRIVNICA;KOPRIVNICA;no;30854;91835898;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;02020;KOPRIVNIČKI BREGI;KOPRIVNIČKI BREGI;no;2381;33542056;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;02038;KOPRIVNIČKI IVANEC;KOPRIVNIČKI IVANEC;no;2121;33043580;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;02046;KORČULA;KORČULA;no;5663;112416906;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;05380;KOSTRENA;KOSTRENA;no;4180;12003799;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR04B;02054;KOŠKA;KOŠKA;no;3980;122596532;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR004L;no;Osijek
HR046;02062;KOTORIBA;KOTORIBA;no;3224;26645006;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;02089;KRALJEVEC NA SUTLI;KRALJEVEC NA SUTLI;no;1727;26774999;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR031;02097;KRALJEVICA;KRALJEVICA;no;4618;17575720;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR043;02119;KRAPINA;KRAPINA;no;12480;47721883;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;02127;KRAPINSKE TOPLICE;KRAPINSKE TOPLICE;no;5367;48831152;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR042;05339;KRAŠIĆ;KRAŠIĆ;no;2640;71497346;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR042;05452;KRAVARSKO;KRAVARSKO;no;1987;58415864;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR042;02135;KRIŽ;KRIŽ;no;6963;117764870;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR045;02143;KRIŽEVCI;KRIŽEVCI;no;21122;264168520;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;02151;KRK;KRK;no;6281;107119784;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;02160;KRNJAK;KRNJAK;no;1985;111823911;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;02178;KRŠAN;KRŠAN;no;2951;123360322;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;05720;KUKLJICA;KUKLJICA;no;714;6750473;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR037;02194;KULA NORINSKA;KULA NORINSKA;no;1748;61606411;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;05533;KUMROVEC;KUMROVEC;no;1588;17516530;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR04E;02208;KUTINA;KUTINA;no;22760;294806514;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR049;02216;KUTJEVO;KUTJEVO;no;6247;173973313;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;02224;LABIN;LABIN;no;11642;72308373;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;02232;LANIŠĆE;LANIŠĆE;no;329;143734239;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;02259;LASINJA;LASINJA;no;1624;82133154;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR037;02267;LASTOVO;LASTOVO;no;792;52532867;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;05860;LEĆEVICA;LEĆEVICA;no;583;87644254;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR045;02275;LEGRAD;LEGRAD;no;2241;62318561;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;02283;LEKENIK;LEKENIK;no;6032;228177915;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR044;02291;LEPOGLAVA;LEPOGLAVA;no;8283;65947446;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;02305;LEVANJSKA VAROŠ;LEVANJSKA VAROŠ;no;1194;123218974;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR049;02313;LIPIK;LIPIK;no;6170;208653652;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;02321;LIPOVLJANI;LIPOVLJANI;no;3455;103374506;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;02348;LIŠANE OSTROVIČKE;LIŠANE OSTROVIČKE;no;698;48974439;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;02356;LIŽNJAN - LISIGNANO;LIŽNJAN - LISIGNANO;no;3965;68078484;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR006L;no;Pula
HR043;02364;LOBOR;LOBOR;no;3188;43234307;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR031;02372;LOKVE;LOKVE;no;1049;41968152;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;05878;LOKVIČIĆI;LOKVIČIĆI;no;807;28521376;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR031;06246;LOPAR;LOPAR;no;1263;26231916;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;02399;LOVAS;LOVAS;no;1214;42561343;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR032;02402;LOVINAC;LOVINAC;no;1007;345800736;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;02429;LOVRAN;LOVRAN;no;4101;20301111;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR035;02437;LOVREĆ;LOVREĆ;no;1699;105192602;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR044;02445;LUDBREG;LUDBREG;no;8478;74245952;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;05487;LUKA;LUKA;no;1351;17360984;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR048;02453;LUKAČ;LUKAČ;no;3634;82891807;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;06009;LUMBARDA;LUMBARDA;no;1213;10715116;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;02461;LUPOGLAV;LUPOGLAV;no;924;91611113;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR044;02470;LJUBEŠĆICA;LJUBEŠĆICA;no;1858;35266594;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;02488;MAČE;MAČE;no;2534;27788189;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR04B;05789;MAGADENOVAC;MAGADENOVAC;no;1936;112864389;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;05550;MAJUR;MAJUR;no;1185;67421440;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;02496;MAKARSKA;MAKARSKA;no;13834;37775504;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR046;02500;MALA SUBOTICA;MALA SUBOTICA;no;5452;36690492;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
