NUTS 3 CODE;LAU CODE;LAU NAME NATIONAL;LAU NAME LATIN;CHANGE (Y/N);POPULATION;TOTAL AREA (km2);DEGURBA;DEG change compared to last year;COASTAL AREA (yes/no);COAST change compared to last year;CITY_ID;CITY_ID change compared to last year;CITY_NAME;GREATER_CITY_ID;GREATER_CITY_ID change compared to last year;GREATER_CITY_NAME;FUA_ID;FUA_ID change compared to last year;FUA_NAME
DEB3J;07339007;Breitscheid;Breitscheid;no;128;5,31;3;;;;;;;;;;;;
DEB3J;07339008;Bubenheim;Bubenheim;no;839;4,38;2;;;;;;;;;;;;
DEB3J;07339009;Budenheim;Budenheim;no;8613;10,61;2;;;;;;;;;;;;
DEB3J;07339010;Dalheim;Dalheim;no;1001;6,34;3;;;;;;;;;;;;
DEB3J;07339011;Dexheim;Dexheim;no;1468;5,69;3;;;;;;;;;;;;
DEB3J;07339012;Dienheim;Dienheim;no;2216;9,91;2;;;;;;;;;;;;
DEB3J;07339013;Dolgesheim;Dolgesheim;no;1023;6,55;3;;;;;;;;;;;;
DEB3J;07339015;Eimsheim;Eimsheim;no;532;4,61;3;;;;;;;;;;;;
DEB3J;07339016;Engelstadt;Engelstadt;no;713;7,76;3;;;;;;;;;;;;
DEB3J;07339017;Essenheim;Essenheim;no;3560;10,51;3;;;;;;;;;;;;
DEB3J;07339018;Friesenheim;Friesenheim;no;734;3,47;2;;;;;;;;;;;;
DEB3J;07339019;Gau-Algesheim, Stadt;Gau-Algesheim, Stadt;no;6840;13,99;2;;;;;;;;;;;;
DEB3J;07339020;Gau-Bischofsheim;Gau-Bischofsheim;no;2047;2,84;2;;;;;;;;;;;;
DEB3J;07339021;Gensingen;Gensingen;no;4017;8,72;2;;;;;;;;;;;;
DEB3J;07339022;Grolsheim;Grolsheim;no;1283;3,91;2;;;;;;;;;;;;
DEB3J;07339024;Guntersblum;Guntersblum;no;3866;16,71;2;;;;;;;;;;;;
DEB3J;07339025;Hahnheim;Hahnheim;no;1553;6,39;2;;;;;;;;;;;;
DEB3J;07339026;Harxheim;Harxheim;no;2365;3,51;2;;;;;;;;;;;;
DEB3J;07339027;Heidesheim am Rhein;Heidesheim am Rhein;no;7534;17,56;2;;;;;;;;;;;;
DEB3J;07339028;Hillesheim;Hillesheim;no;657;5,54;3;;;;;;;;;;;;
DEB3J;07339029;Horrweiler;Horrweiler;no;769;4,39;3;;;;;;;;;;;;
DEB3J;07339030;Ingelheim am Rhein, Stadt;Ingelheim am Rhein, Stadt;no;24833;49,86;2;;;;;;;;;;;;
DEB3J;07339031;Jugenheim in Rheinhessen;Jugenheim in Rheinhessen;no;1610;6,17;3;;;;;;;;;;;;
DEB3J;07339032;Klein-Winternheim;Klein-Winternheim;no;3642;5,51;2;;;;;;;;;;;;
DEB3J;07339033;Köngernheim;Köngernheim;no;1327;3,63;2;;;;;;;;;;;;
DEB3J;07339034;Lörzweiler;Lörzweiler;no;2264;5,76;2;;;;;;;;;;;;
DEB3J;07339035;Ludwigshöhe;Ludwigshöhe;no;561;2,99;3;;;;;;;;;;;;
DEB3J;07339036;Manubach;Manubach;no;292;7,67;3;;;;;;;;;;;;
DEB3J;07339037;Mommenheim;Mommenheim;no;3157;7,80;2;;;;;;;;;;;;
DEB3J;07339038;Münster-Sarmsheim;Münster-Sarmsheim;no;2936;6,92;2;;;;;;;;;;;;
DEB3J;07339039;Nackenheim;Nackenheim;no;5760;8,62;2;;;;;;;;;;;;
DEB3J;07339040;Niederheimbach;Niederheimbach;no;778;7,55;3;;;;;;;;;;;;
DEB3J;07339041;Nieder-Hilbersheim;Nieder-Hilbersheim;no;643;4,59;3;;;;;;;;;;;;
DEB3J;07339042;Nieder-Olm, Stadt;Nieder-Olm, Stadt;no;9954;11,22;2;;;;;;;;;;;;
DEB3J;07339043;Nierstein, Stadt;Nierstein, Stadt;no;8424;19,34;2;;;;;;;;;;;;
DEB3J;07339044;Oberdiebach;Oberdiebach;no;813;8,36;3;;;;;;;;;;;;
DEB3J;07339045;Oberheimbach;Oberheimbach;no;537;8,73;3;;;;;;;;;;;;
DEB3J;07339046;Ober-Hilbersheim;Ober-Hilbersheim;no;998;7,38;3;;;;;;;;;;;;
DEB3J;07339047;Ober-Olm;Ober-Olm;no;4407;17,08;2;;;;;;;;;;;;
DEB3J;07339048;Ockenheim;Ockenheim;no;2632;6,03;3;;;;;;;;;;;;
DEB3J;07339049;Oppenheim, Stadt;Oppenheim, Stadt;no;7493;7,10;2;;;;;;;;;;;;
DEB3J;07339050;Sankt Johann;Sankt Johann;no;856;5,66;3;;;;;;;;;;;;
DEB3J;07339051;Schwabenheim an der Selz;Schwabenheim an der Selz;no;2586;9,49;2;;;;;;;;;;;;
DEB3J;07339053;Selzen;Selzen;no;1483;6,66;2;;;;;;;;;;;;
DEB3J;07339054;Sörgenloch;Sörgenloch;no;1254;2,43;3;;;;;;;;;;;;
DEB3J;07339056;Sprendlingen;Sprendlingen;no;4212;13,03;3;;;;;;;;;;;;
DEB3J;07339057;Stadecken-Elsheim;Stadecken-Elsheim;no;4833;14,52;3;;;;;;;;;;;;
DEB3J;07339058;Trechtingshausen;Trechtingshausen;no;1033;7,67;3;;;;;;;;;;;;
DEB3J;07339059;Uelversheim;Uelversheim;no;1094;7,50;3;;;;;;;;;;;;
DEB3J;07339060;Undenheim;Undenheim;no;2958;9,97;2;;;;;;;;;;;;
DEB3J;07339061;Wackernheim;Wackernheim;no;2500;5,89;2;;;;;;;;;;;;
DEB3J;07339062;Waldalgesheim;Waldalgesheim;no;4018;16,00;3;;;;;;;;;;;;
DEB3J;07339063;Weiler bei Bingen;Weiler bei Bingen;no;2552;22,79;2;;;;;;;;;;;;
DEB3J;07339064;Weinolsheim;Weinolsheim;no;706;5,93;3;;;;;;;;;;;;
DEB3J;07339065;Welgesheim;Welgesheim;no;574;2,03;3;;;;;;;;;;;;
DEB3J;07339066;Wintersheim;Wintersheim;no;307;3,83;3;;;;;;;;;;;;
DEB3J;07339067;Zornheim;Zornheim;no;3843;5,58;2;;;;;;;;;;;;
DEB3J;07339068;Zotzenheim;Zotzenheim;no;619;3,18;3;;;;;;;;;;;;
DEB3J;07339201;Dorn-Dürkheim;Dorn-Dürkheim;no;970;5,60;3;;;;;;;;;;;;
DEB3J;07339202;Wolfsheim;Wolfsheim;no;740;4,99;3;;;;;;;;;;;;
DEB3K;07340001;Bobenthal;Bobenthal;no;286;21,27;3;;;;;;;;;;;;
DEB3K;07340002;Busenberg;Busenberg;no;1196;9,64;3;;;;;;;;;;;;
DEB3K;07340003;Clausen;Clausen;no;1403;12,45;3;;;;;;;;;;;;
DEB3K;07340004;Dahn, Stadt;Dahn, Stadt;no;4617;40,76;3;;;;;;;;;;;;
DEB3K;07340005;Darstein;Darstein;no;192;2,39;3;;;;;;;;;;;;
DEB3K;07340006;Dimbach;Dimbach;no;188;2,19;3;;;;;;;;;;;;
DEB3K;07340007;Donsieders;Donsieders;no;960;9,02;3;;;;;;;;;;;;
DEB3K;07340008;Eppenbrunn;Eppenbrunn;no;1342;34,03;3;;;;;;;;;;;;
DEB3K;07340009;Erfweiler;Erfweiler;no;1193;8,84;3;;;;;;;;;;;;
DEB3K;07340010;Erlenbach bei Dahn;Erlenbach bei Dahn;no;318;12,99;3;;;;;;;;;;;;
DEB3K;07340011;Fischbach bei Dahn;Fischbach bei Dahn;no;1522;32,87;3;;;;;;;;;;;;
DEB3K;07340012;Geiselberg;Geiselberg;no;790;6,33;3;;;;;;;;;;;;
DEB3K;07340014;Hauenstein;Hauenstein;no;3961;13,91;3;;;;;;;;;;;;
DEB3K;07340015;Heltersberg;Heltersberg;no;2023;28,15;3;;;;;;;;;;;;
DEB3K;07340016;Hermersberg;Hermersberg;no;1730;13,02;3;;;;;;;;;;;;
DEB3K;07340017;Herschberg;Herschberg;no;820;11,55;3;;;;;;;;;;;;
DEB3K;07340018;Hettenhausen;Hettenhausen;no;231;4,40;3;;;;;;;;;;;;
DEB3K;07340019;Hilst;Hilst;no;320;3,37;3;;;;;;;;;;;;
DEB3K;07340020;Hinterweidenthal;Hinterweidenthal;no;1531;16,90;3;;;;;;;;;;;;
DEB3K;07340021;Hirschthal;Hirschthal;no;119;1,58;3;;;;;;;;;;;;
DEB3K;07340022;Höheinöd;Höheinöd;no;1248;10,88;3;;;;;;;;;;;;
DEB3K;07340023;Höheischweiler;Höheischweiler;no;865;4,37;2;;;;;;;;;;;;
DEB3K;07340024;Höhfröschen;Höhfröschen;no;883;4,17;2;;;;;;;;;;;;
DEB3K;07340025;Horbach;Horbach;no;534;5,31;3;;;;;;;;;;;;
DEB3K;07340026;Kröppen;Kröppen;no;682;10,48;3;;;;;;;;;;;;
DEB3K;07340027;Leimen;Leimen;no;928;29,23;3;;;;;;;;;;;;
DEB3K;07340028;Lemberg;Lemberg;no;3813;58,18;3;;;;;;;;;;;;
DEB3K;07340029;Ludwigswinkel;Ludwigswinkel;no;740;21,28;3;;;;;;;;;;;;
DEB3K;07340030;Lug;Lug;no;587;2,31;3;;;;;;;;;;;;
DEB3K;07340031;Merzalben;Merzalben;no;1153;30,00;3;;;;;;;;;;;;
DEB3K;07340032;Münchweiler an der Rodalb;Münchweiler an der Rodalb;no;2853;27,18;3;;;;;;;;;;;;
DEB3K;07340033;Niederschlettenbach;Niederschlettenbach;no;297;7,64;3;;;;;;;;;;;;
DEB3K;07340034;Nothweiler;Nothweiler;no;140;3,67;3;;;;;;;;;;;;
DEB3K;07340035;Nünschweiler;Nünschweiler;no;742;9,97;3;;;;;;;;;;;;
DEB3K;07340036;Obersimten;Obersimten;no;632;2,26;2;;;;;;;;;;;;
DEB3K;07340037;Petersberg;Petersberg;no;880;3,84;2;;;;;;;;;;;;
DEB3K;07340038;Rodalben, Stadt;Rodalben, Stadt;no;6743;15,69;2;;;;;;;;;;;;
DEB3K;07340039;Rumbach;Rumbach;no;447;14,80;3;;;;;;;;;;;;
DEB3K;07340040;Ruppertsweiler;Ruppertsweiler;no;1478;4,80;3;;;;;;;;;;;;
DEB3K;07340041;Saalstadt;Saalstadt;no;322;5,29;3;;;;;;;;;;;;
DEB3K;07340042;Schauerberg;Schauerberg;no;194;4,08;3;;;;;;;;;;;;
DEB3K;07340043;Schindhard;Schindhard;no;552;4,35;3;;;;;;;;;;;;
DEB3K;07340044;Schmalenberg;Schmalenberg;no;778;10,39;3;;;;;;;;;;;;
DEB3K;07340045;Schönau (Pfalz);Schönau (Pfalz);no;426;16,35;3;;;;;;;;;;;;
DEB3K;07340047;Schwanheim;Schwanheim;no;587;6,96;3;;;;;;;;;;;;
DEB3K;07340048;Schweix;Schweix;no;303;3,73;3;;;;;;;;;;;;
DEB3K;07340049;Spirkelbach;Spirkelbach;no;691;6,88;3;;;;;;;;;;;;
DEB3K;07340050;Steinalben;Steinalben;no;386;2,53;3;;;;;;;;;;;;
DEB3K;07340051;Thaleischweiler-Fröschen;Thaleischweiler-Fröschen;no;3317;12,27;2;;;;;;;;;;;;
DEB3K;07340052;Trulben;Trulben;no;1119;7,36;3;;;;;;;;;;;;
DEB3K;07340053;Vinningen;Vinningen;no;1653;12,64;3;;;;;;;;;;;;
DEB3K;07340054;Waldfischbach-Burgalben;Waldfischbach-Burgalben;no;4654;17,60;2;;;;;;;;;;;;
DEB3K;07340055;Weselberg;Weselberg;no;1284;14,64;3;;;;;;;;;;;;
DEB3K;07340057;Wilgartswiesen;Wilgartswiesen;no;1009;58,34;3;;;;;;;;;;;;
DEB3K;07340201;Althornbach;Althornbach;no;693;5,58;2;;;;;;;;;;;;
DEB3K;07340202;Battweiler;Battweiler;no;692;5,67;3;;;;;;;;;;;;
DEB3K;07340203;Bechhofen;Bechhofen;no;2141;6,59;3;;;;;;;;;;;;
DEB3K;07340204;Biedershausen;Biedershausen;no;191;3,65;3;;;;;;;;;;;;
DEB3K;07340205;Bottenbach;Bottenbach;no;745;6,16;3;;;;;;;;;;;;
DEB3K;07340206;Contwig;Contwig;no;4880;24,73;2;;;;;;;;;;;;
DEB3K;07340207;Dellfeld;Dellfeld;no;1390;7,25;2;;;;;;;;;;;;
DEB3K;07340208;Dietrichingen;Dietrichingen;no;354;9,39;3;;;;;;;;;;;;
DEB3K;07340209;Großbundenbach;Großbundenbach;no;337;6,90;3;;;;;;;;;;;;
DEB3K;07340210;Großsteinhausen;Großsteinhausen;no;596;4,85;3;;;;;;;;;;;;
DEB3K;07340211;Hornbach, Stadt;Hornbach, Stadt;no;1472;13,34;3;;;;;;;;;;;;
DEB3K;07340212;Käshofen;Käshofen;no;671;8,80;3;;;;;;;;;;;;
DEB3K;07340213;Kleinbundenbach;Kleinbundenbach;no;439;5,00;3;;;;;;;;;;;;
DEB3K;07340214;Kleinsteinhausen;Kleinsteinhausen;no;757;5,74;3;;;;;;;;;;;;
DEB3K;07340215;Knopp-Labach;Knopp-Labach;no;425;5,96;3;;;;;;;;;;;;
DEB3K;07340216;Krähenberg;Krähenberg;no;161;4,40;3;;;;;;;;;;;;
DEB3K;07340217;Maßweiler;Maßweiler;no;982;10,86;3;;;;;;;;;;;;
DEB3K;07340218;Mauschbach;Mauschbach;no;301;4,45;3;;;;;;;;;;;;
DEB3K;07340219;Obernheim-Kirchenarnbach;Obernheim-Kirchenarnbach;no;1643;8,61;3;;;;;;;;;;;;
DEB3K;07340220;Reifenberg;Reifenberg;no;793;7,73;3;;;;;;;;;;;;
DEB3K;07340221;Riedelberg;Riedelberg;no;478;5,22;3;;;;;;;;;;;;
DEB3K;07340222;Rieschweiler-Mühlbach;Rieschweiler-Mühlbach;no;2056;10,43;3;;;;;;;;;;;;
DEB3K;07340223;Rosenkopf;Rosenkopf;no;359;2,48;3;;;;;;;;;;;;
DEB3K;07340224;Schmitshausen;Schmitshausen;no;412;4,49;3;;;;;;;;;;;;
DEB3K;07340225;Wallhalben;Wallhalben;no;864;4,88;3;;;;;;;;;;;;
DEB3K;07340226;Walshausen;Walshausen;no;304;4,63;3;;;;;;;;;;;;
DEB3K;07340227;Wiesbach;Wiesbach;no;510;4,07;3;;;;;;;;;;;;
DEB3K;07340228;Winterbach (Pfalz);Winterbach (Pfalz);no;500;7,03;3;;;;;;;;;;;;
DEB3K;07340501;Bruchweiler-Bärenbach;Bruchweiler-Bärenbach;no;1545;9,36;3;;;;;;;;;;;;
DEB3K;07340502;Bundenthal;Bundenthal;no;1121;10,21;3;;;;;;;;;;;;
DE111;08111000;Stuttgart, Landeshauptstadt;Stuttgart, Landeshauptstadt;no;632743;207,35;1;;;;;;;;;;;;
DE112;08115001;Aidlingen;Aidlingen;no;8976;26,56;2;;;;;;;;;;;;
DE112;08115002;Altdorf;Altdorf;no;4647;17,45;2;;;;;;;;;;;;
DE112;08115003;Böblingen, Stadt;Böblingen, Stadt;no;50035;39,04;2;;;;;;;;;;;;
DE112;08115004;Bondorf;Bondorf;no;5925;17,54;2;;;;;;;;;;;;
DE112;08115010;Deckenpfronn;Deckenpfronn;no;3309;11,41;3;;;;;;;;;;;;
DE112;08115013;Ehningen;Ehningen;no;9005;17,81;2;;;;;;;;;;;;
DE112;08115015;Gärtringen;Gärtringen;no;12204;20,21;2;;;;;;;;;;;;
DE112;08115016;Gäufelden;Gäufelden;no;9343;20,07;2;;;;;;;;;;;;
DE112;08115021;Herrenberg, Stadt;Herrenberg, Stadt;no;31499;65,70;2;;;;;;;;;;;;
DE112;08115022;Hildrizhausen;Hildrizhausen;no;3617;12,16;2;;;;;;;;;;;;
DE112;08115024;Holzgerlingen, Stadt;Holzgerlingen, Stadt;no;13018;13,39;2;;;;;;;;;;;;
DE112;08115028;Leonberg, Stadt;Leonberg, Stadt;no;48222;48,73;2;;;;;;;;;;;;
DE112;08115029;Magstadt;Magstadt;no;9619;19,12;2;;;;;;;;;;;;
DE112;08115034;Mötzingen;Mötzingen;no;3671;8,15;3;;;;;;;;;;;;
DE112;08115037;Nufringen;Nufringen;no;5747;10,04;2;;;;;;;;;;;;
DE112;08115041;Renningen, Stadt;Renningen, Stadt;no;18049;31,15;2;;;;;;;;;;;;
DE112;08115042;Rutesheim, Stadt;Rutesheim, Stadt;no;10924;16,22;2;;;;;;;;;;;;
DE112;08115044;Schönaich;Schönaich;no;10626;14,15;2;;;;;;;;;;;;
DE112;08115045;Sindelfingen, Stadt;Sindelfingen, Stadt;no;64599;50,83;1;;;;;;;;;;;;
DE112;08115046;Steinenbronn;Steinenbronn;no;6638;9,72;2;;;;;;;;;;;;
DE112;08115048;Waldenbuch, Stadt;Waldenbuch, Stadt;no;8720;22,70;2;;;;;;;;;;;;
DE112;08115050;Weil der Stadt, Stadt;Weil der Stadt, Stadt;no;19024;43,17;2;;;;;;;;;;;;
DE112;08115051;Weil im Schönbuch;Weil im Schönbuch;no;9969;26,12;2;;;;;;;;;;;;
DE112;08115052;Weissach;Weissach;no;7497;22,19;2;;;;;;;;;;;;
DE112;08115053;Jettingen;Jettingen;no;7903;21,11;2;;;;;;;;;;;;
DE112;08115054;Grafenau;Grafenau;no;6762;13,04;2;;;;;;;;;;;;
DE113;08116004;Altbach;Altbach;no;5990;3,34;2;;;;;;;;;;;;
DE113;08116005;Altdorf;Altdorf;no;1685;3,24;3;;;;;;;;;;;;
DE113;08116006;Altenriet;Altenriet;no;1912;3,35;2;;;;;;;;;;;;
DE113;08116007;Baltmannsweiler;Baltmannsweiler;no;5734;18,55;2;;;;;;;;;;;;
DE113;08116008;Bempflingen;Bempflingen;no;3499;6,27;2;;;;;;;;;;;;
DE113;08116011;Beuren;Beuren;no;3585;11,69;2;;;;;;;;;;;;
DE113;08116012;Bissingen an der Teck;Bissingen an der Teck;no;3470;17,06;2;;;;;;;;;;;;
DE113;08116014;Deizisau;Deizisau;no;6918;5,17;2;;;;;;;;;;;;
DE113;08116015;Denkendorf;Denkendorf;no;11225;13,05;2;;;;;;;;;;;;
DE113;08116016;Dettingen unter Teck;Dettingen unter Teck;no;6132;15,13;2;;;;;;;;;;;;
DE113;08116018;Erkenbrechtsweiler;Erkenbrechtsweiler;no;2176;6,93;2;;;;;;;;;;;;
DE113;08116019;Esslingen am Neckar, Stadt;Esslingen am Neckar, Stadt;no;93004;46,43;1;;;;;;;;;;;;
DE113;08116020;Frickenhausen;Frickenhausen;no;9039;11,35;2;;;;;;;;;;;;
DE113;08116022;Großbettlingen;Großbettlingen;no;4445;4,23;2;;;;;;;;;;;;
DE113;08116027;Hochdorf;Hochdorf;no;4833;7,75;2;;;;;;;;;;;;
DE113;08116029;Holzmaden;Holzmaden;no;2264;3,10;2;;;;;;;;;;;;
DE113;08116033;Kirchheim unter Teck, Stadt;Kirchheim unter Teck, Stadt;no;40446;40,47;2;;;;;;;;;;;;
DE113;08116035;Köngen;Köngen;no;9980;12,52;2;;;;;;;;;;;;
DE113;08116036;Kohlberg;Kohlberg;no;2320;4,38;3;;;;;;;;;;;;
DE113;08116037;Lichtenwald;Lichtenwald;no;2678;10,80;2;;;;;;;;;;;;
DE113;08116041;Neckartailfingen;Neckartailfingen;no;3763;8,23;2;;;;;;;;;;;;
DE113;08116042;Neckartenzlingen;Neckartenzlingen;no;6549;9,03;2;;;;;;;;;;;;
DE113;08116043;Neidlingen;Neidlingen;no;1819;12,63;3;;;;;;;;;;;;
DE113;08116046;Neuffen, Stadt;Neuffen, Stadt;no;6343;17,43;2;;;;;;;;;;;;
DE113;08116047;Neuhausen auf den Fildern;Neuhausen auf den Fildern;no;11779;12,46;2;;;;;;;;;;;;
DE113;08116048;Notzingen;Notzingen;no;3676;7,70;2;;;;;;;;;;;;
DE113;08116049;Nürtingen, Stadt;Nürtingen, Stadt;no;41017;46,88;2;;;;;;;;;;;;
DE113;08116050;Oberboihingen;Oberboihingen;no;5601;6,31;2;;;;;;;;;;;;
DE113;08116053;Ohmden;Ohmden;no;1713;5,55;2;;;;;;;;;;;;
DE113;08116054;Owen, Stadt;Owen, Stadt;no;3434;9,70;2;;;;;;;;;;;;
DE113;08116056;Plochingen, Stadt;Plochingen, Stadt;no;14213;10,64;2;;;;;;;;;;;;
DE113;08116058;Reichenbach an der Fils;Reichenbach an der Fils;no;8436;7,43;2;;;;;;;;;;;;
DE113;08116063;Schlaitdorf;Schlaitdorf;no;1876;7,31;2;;;;;;;;;;;;
DE113;08116068;Unterensingen;Unterensingen;no;4916;7,56;2;;;;;;;;;;;;
DE113;08116070;Weilheim an der Teck, Stadt;Weilheim an der Teck, Stadt;no;10305;26,51;2;;;;;;;;;;;;
DE113;08116071;Wendlingen am Neckar, Stadt;Wendlingen am Neckar, Stadt;no;16247;12,15;2;;;;;;;;;;;;
DE113;08116072;Wernau (Neckar), Stadt;Wernau (Neckar), Stadt;no;12388;10,89;2;;;;;;;;;;;;
DE113;08116073;Wolfschlugen;Wolfschlugen;no;6368;7,11;2;;;;;;;;;;;;
DE113;08116076;Aichwald;Aichwald;no;7537;14,67;2;;;;;;;;;;;;
DE113;08116077;Filderstadt, Stadt;Filderstadt, Stadt;no;45807;38,55;2;;;;;;;;;;;;
DE113;08116078;Leinfelden-Echterdingen, Stadt;Leinfelden-Echterdingen, Stadt;no;39826;29,89;2;;;;;;;;;;;;
DE113;08116079;Lenningen;Lenningen;no;8249;41,43;2;;;;;;;;;;;;
DE113;08116080;Ostfildern, Stadt;Ostfildern, Stadt;no;39205;22,81;2;;;;;;;;;;;;
DE113;08116081;Aichtal, Stadt;Aichtal, Stadt;no;10045;23,60;2;;;;;;;;;;;;
DE114;08117001;Adelberg;Adelberg;no;1983;9,49;3;;;;;;;;;;;;
DE114;08117002;Aichelberg;Aichelberg;no;1339;4,01;2;;;;;;;;;;;;
DE114;08117003;Albershausen;Albershausen;no;4313;6,50;2;;;;;;;;;;;;
DE114;08117006;Bad Ditzenbach;Bad Ditzenbach;no;3725;25,44;3;;;;;;;;;;;;
DE114;08117007;Bad Überkingen;Bad Überkingen;no;3850;24,04;3;;;;;;;;;;;;
DE114;08117009;Birenbach;Birenbach;no;1919;2,50;2;;;;;;;;;;;;
DE114;08117010;Böhmenkirch;Böhmenkirch;no;5519;51,09;3;;;;;;;;;;;;
DE114;08117011;Börtlingen;Börtlingen;no;1699;8,26;3;;;;;;;;;;;;
DE114;08117012;Bad Boll;Bad Boll;no;5163;10,95;3;;;;;;;;;;;;
DE114;08117014;Deggingen;Deggingen;no;5340;22,71;2;;;;;;;;;;;;
DE114;08117015;Donzdorf, Stadt;Donzdorf, Stadt;no;10822;39,82;2;;;;;;;;;;;;
DE114;08117016;Drackenstein;Drackenstein;no;419;5,68;3;;;;;;;;;;;;
DE114;08117017;Dürnau;Dürnau;no;2153;5,37;2;;;;;;;;;;;;
DE114;08117018;Ebersbach an der Fils, Stadt;Ebersbach an der Fils, Stadt;no;15386;26,26;2;;;;;;;;;;;;
DE114;08117019;Eislingen/Fils, Stadt;Eislingen/Fils, Stadt;no;20795;16,41;2;;;;;;;;;;;;
DE114;08117020;Eschenbach;Eschenbach;no;2202;4,80;2;;;;;;;;;;;;
DE114;08117023;Gammelshausen;Gammelshausen;no;1411;3,30;2;;;;;;;;;;;;
DE114;08117024;Geislingen an der Steige, Stadt;Geislingen an der Steige, Stadt;no;28021;75,83;2;;;;;;;;;;;;
DE114;08117025;Gingen an der Fils;Gingen an der Fils;no;4485;10,02;2;;;;;;;;;;;;
DE114;08117026;Göppingen, Stadt;Göppingen, Stadt;no;57094;59,21;2;;;;;;;;;;;;
DE114;08117028;Gruibingen;Gruibingen;no;2208;23,05;3;;;;;;;;;;;;
DE114;08117029;Hattenhofen;Hattenhofen;no;2977;7,64;2;;;;;;;;;;;;
DE114;08117030;Heiningen;Heiningen;no;5145;12,45;2;;;;;;;;;;;;
DE114;08117031;Hohenstadt;Hohenstadt;no;760;11,64;3;;;;;;;;;;;;
DE114;08117033;Kuchen;Kuchen;no;5607;8,95;2;;;;;;;;;;;;
DE114;08117035;Mühlhausen im Täle;Mühlhausen im Täle;no;1069;6,33;3;;;;;;;;;;;;
DE114;08117037;Ottenbach;Ottenbach;no;2450;11,90;3;;;;;;;;;;;;
DE114;08117038;Rechberghausen;Rechberghausen;no;5479;6,40;2;;;;;;;;;;;;
DE114;08117042;Salach;Salach;no;7951;8,31;2;;;;;;;;;;;;
DE114;08117043;Schlat;Schlat;no;1687;9,68;3;;;;;;;;;;;;
DE114;08117044;Schlierbach;Schlierbach;no;3941;10,97;2;;;;;;;;;;;;
DE114;08117049;Süßen, Stadt;Süßen, Stadt;no;10250;12,79;2;;;;;;;;;;;;
DE114;08117051;Uhingen, Stadt;Uhingen, Stadt;no;14374;24,79;2;;;;;;;;;;;;
DE114;08117053;Wäschenbeuren;Wäschenbeuren;no;3889;12,95;2;;;;;;;;;;;;
DE114;08117055;Wangen;Wangen;no;3143;9,68;2;;;;;;;;;;;;
DE114;08117058;Wiesensteig, Stadt;Wiesensteig, Stadt;no;2053;23,41;3;;;;;;;;;;;;
DE114;08117060;Zell unter Aichelberg;Zell unter Aichelberg;no;3138;6,39;2;;;;;;;;;;;;
DE114;08117061;Lauterstein, Stadt;Lauterstein, Stadt;no;2586;23,31;3;;;;;;;;;;;;
DE115;08118001;Affalterbach;Affalterbach;no;4501;10,15;2;;;;;;;;;;;;
DE115;08118003;Asperg, Stadt;Asperg, Stadt;no;13529;5,80;2;;;;;;;;;;;;
DE115;08118006;Benningen am Neckar;Benningen am Neckar;no;6483;4,87;2;;;;;;;;;;;;
DE115;08118007;Besigheim, Stadt;Besigheim, Stadt;no;12404;16,83;2;;;;;;;;;;;;
DE115;08118010;Bönnigheim, Stadt;Bönnigheim, Stadt;no;7868;20,13;2;;;;;;;;;;;;
DE115;08118011;Ditzingen, Stadt;Ditzingen, Stadt;no;24942;30,38;2;;;;;;;;;;;;
DE115;08118012;Eberdingen;Eberdingen;no;6740;26,21;3;;;;;;;;;;;;
DE115;08118014;Erdmannhausen;Erdmannhausen;no;5004;8,70;2;;;;;;;;;;;;
DE115;08118015;Erligheim;Erligheim;no;2837;6,19;2;;;;;;;;;;;;
DE115;08118016;Freudental;Freudental;no;2487;3,07;3;;;;;;;;;;;;
DE115;08118018;Gemmrigheim;Gemmrigheim;no;4207;8,23;2;;;;;;;;;;;;
DE115;08118019;Gerlingen, Stadt;Gerlingen, Stadt;no;19815;17,01;2;;;;;;;;;;;;
DE115;08118021;Großbottwar, Stadt;Großbottwar, Stadt;no;8516;25,51;2;;;;;;;;;;;;
DE115;08118027;Hemmingen;Hemmingen;no;7920;12,34;2;;;;;;;;;;;;
DE115;08118028;Hessigheim;Hessigheim;no;2467;5,03;3;;;;;;;;;;;;
DE115;08118040;Kirchheim am Neckar;Kirchheim am Neckar;no;5890;8,52;2;;;;;;;;;;;;
DE115;08118046;Kornwestheim, Stadt;Kornwestheim, Stadt;no;33766;14,65;2;;;;;;;;;;;;
DE115;08118047;Löchgau;Löchgau;no;5667;10,95;2;;;;;;;;;;;;
DE115;08118048;Ludwigsburg, Stadt;Ludwigsburg, Stadt;no;93593;43,34;1;;;;;;;;;;;;
DE115;08118049;Marbach am Neckar, Stadt;Marbach am Neckar, Stadt;no;15850;18,06;2;;;;;;;;;;;;
DE115;08118050;Markgröningen, Stadt;Markgröningen, Stadt;no;14804;28,15;2;;;;;;;;;;;;
DE115;08118051;Möglingen;Möglingen;no;11395;9,93;2;;;;;;;;;;;;
DE115;08118053;Mundelsheim;Mundelsheim;no;3313;10,20;3;;;;;;;;;;;;
DE115;08118054;Murr;Murr;no;6459;7,79;2;;;;;;;;;;;;
DE115;08118059;Oberriexingen, Stadt;Oberriexingen, Stadt;no;3280;8,16;3;;;;;;;;;;;;
DE115;08118060;Oberstenfeld;Oberstenfeld;no;8035;21,10;2;;;;;;;;;;;;
DE115;08118063;Pleidelsheim;Pleidelsheim;no;6422;10,18;2;;;;;;;;;;;;
