NUTS 3 CODE;LAU CODE;LAU NAME NATIONAL;LAU NAME LATIN;CHANGE (Y/N);POPULATION;TOTAL AREA (km2);DEGURBA;DEG change compared to last year;COASTAL AREA (yes/no);COAST change compared to last year;CITY_ID;CITY_ID change compared to last year;CITY_NAME;GREATER_CITY_ID;GREATER_CITY_ID change compared to last year;GREATER_CITY_NAME;FUA_ID;FUA_ID change compared to last year;FUA_NAME
DEF0C;01059115;Großenwiehe;Großenwiehe;no;3003;30,20;3;;;;;;;;;;;;
DEF0C;01059116;Großsolt;Großsolt;no;1771;25,07;3;;;;;;;;;;;;
DEF0C;01059118;Grundhof;Grundhof;no;859;11,57;3;;;;;;;;;;;;
DEF0C;01059120;Harrislee;Harrislee;no;11556;18,92;2;;;;;;;;;;;;
DEF0C;01059121;Hasselberg;Hasselberg;no;789;11,31;3;;;;;;;;;;;;
DEF0C;01059123;Hörup;Hörup;no;598;18,15;3;;;;;;;;;;;;
DEF0C;01059124;Holt;Holt;no;177;13,42;3;;;;;;;;;;;;
DEF0C;01059126;Hürup;Hürup;no;1239;16,20;3;;;;;;;;;;;;
DEF0C;01059127;Husby;Husby;no;2320;19,31;3;;;;;;;;;;;;
DEF0C;01059128;Janneby;Janneby;no;396;14,49;3;;;;;;;;;;;;
DEF0C;01059129;Jardelund;Jardelund;no;312;16,63;3;;;;;;;;;;;;
DEF0C;01059131;Jerrishoe;Jerrishoe;no;948;16,00;3;;;;;;;;;;;;
DEF0C;01059132;Jörl;Jörl;no;702;19,69;3;;;;;;;;;;;;
DEF0C;01059136;Kronsgaard;Kronsgaard;no;233;5,92;3;;;;;;;;;;;;
DEF0C;01059137;Langballig;Langballig;no;1529;15,41;3;;;;;;;;;;;;
DEF0C;01059138;Langstedt;Langstedt;no;1038;13,17;3;;;;;;;;;;;;
DEF0C;01059141;Maasbüll;Maasbüll;no;682;7,71;3;;;;;;;;;;;;
DEF0C;01059142;Maasholm;Maasholm;no;581;8,42;3;;;;;;;;;;;;
DEF0C;01059143;Medelby;Medelby;no;958;9,75;3;;;;;;;;;;;;
DEF0C;01059144;Meyn;Meyn;no;743;12,40;3;;;;;;;;;;;;
DEF0C;01059145;Munkbrarup;Munkbrarup;no;1127;13,27;3;;;;;;;;;;;;
DEF0C;01059147;Nieby;Nieby;no;129;8,07;3;;;;;;;;;;;;
DEF0C;01059148;Niesgrau;Niesgrau;no;547;9,89;3;;;;;;;;;;;;
DEF0C;01059149;Nordhackstedt;Nordhackstedt;no;483;12,47;3;;;;;;;;;;;;
DEF0C;01059151;Osterby;Osterby;no;307;12,35;3;;;;;;;;;;;;
DEF0C;01059152;Pommerby;Pommerby;no;159;5,55;3;;;;;;;;;;;;
DEF0C;01059154;Rabel;Rabel;no;624;8,84;3;;;;;;;;;;;;
DEF0C;01059155;Rabenholz;Rabenholz;no;282;5,80;3;;;;;;;;;;;;
DEF0C;01059157;Ringsberg;Ringsberg;no;543;5,25;3;;;;;;;;;;;;
DEF0C;01059158;Schafflund;Schafflund;no;2632;19,09;3;;;;;;;;;;;;
DEF0C;01059159;Sieverstedt;Sieverstedt;no;1641;31,01;3;;;;;;;;;;;;
DEF0C;01059161;Sörup;Sörup;no;4311;44,32;3;;;;;;;;;;;;
DEF0C;01059162;Sollerup;Sollerup;no;487;12,98;3;;;;;;;;;;;;
DEF0C;01059163;Stangheck;Stangheck;no;217;10,00;3;;;;;;;;;;;;
DEF0C;01059164;Steinberg;Steinberg;no;830;16,29;3;;;;;;;;;;;;
DEF0C;01059167;Sterup;Sterup;no;1345;17,15;3;;;;;;;;;;;;
DEF0C;01059168;Stoltebüll;Stoltebüll;no;714;16,40;3;;;;;;;;;;;;
DEF0C;01059169;Süderhackstedt;Süderhackstedt;no;354;10,15;3;;;;;;;;;;;;
DEF0C;01059171;Tarp;Tarp;no;5550;16,36;2;;;;;;;;;;;;
DEF0C;01059173;Wallsbüll;Wallsbüll;no;933;13,23;3;;;;;;;;;;;;
DEF0C;01059174;Wanderup;Wanderup;no;2497;28,64;3;;;;;;;;;;;;
DEF0C;01059176;Wees;Wees;no;2405;12,74;2;;;;;;;;;;;;
DEF0C;01059177;Weesby;Weesby;no;428;21,44;3;;;;;;;;;;;;
DEF0C;01059178;Westerholz;Westerholz;no;734;14,71;3;;;;;;;;;;;;
DEF0C;01059179;Lindewitt;Lindewitt;no;1924;53,28;3;;;;;;;;;;;;
DEF0C;01059182;Freienwill;Freienwill;no;1604;15,30;3;;;;;;;;;;;;
DEF0C;01059183;Handewitt;Handewitt;no;11081;77,72;3;;;;;;;;;;;;
DEF0C;01059184;Oeversee;Oeversee;no;3415;36,27;3;;;;;;;;;;;;
DEF0C;01059185;Mittelangeln;Mittelangeln;no;5172;44,96;3;;;;;;;;;;;;
DEF0C;01059186;Steinbergkirche;Steinbergkirche;no;2747;35,72;3;;;;;;;;;;;;
DEF0C;01059187;Boren;Boren;no;1154;30,15;3;;;;;;;;;;;;
DEF0D;01060002;Alveslohe;Alveslohe;no;2782;21,56;3;;;;;;;;;;;;
DEF0D;01060003;Armstedt;Armstedt;no;398;8,92;3;;;;;;;;;;;;
DEF0D;01060004;Bad Bramstedt, Stadt;Bad Bramstedt, Stadt;no;14278;24,14;2;;;;;;;;;;;;
DEF0D;01060005;Bad Segeberg, Stadt;Bad Segeberg, Stadt;no;17273;18,87;2;;;;;;;;;;;;
DEF0D;01060006;Bahrenhof;Bahrenhof;no;212;5,71;3;;;;;;;;;;;;
DEF0D;01060007;Bark;Bark;no;978;20,43;3;;;;;;;;;;;;
DEF0D;01060008;Bebensee;Bebensee;no;618;6,68;3;;;;;;;;;;;;
DEF0D;01060009;Bimöhlen;Bimöhlen;no;984;17,24;3;;;;;;;;;;;;
DEF0D;01060010;Blunk;Blunk;no;594;10,69;3;;;;;;;;;;;;
DEF0D;01060011;Boostedt;Boostedt;no;6920;27,11;3;;;;;;;;;;;;
DEF0D;01060012;Bornhöved;Bornhöved;no;3280;14,12;3;;;;;;;;;;;;
DEF0D;01060013;Borstel;Borstel;no;130;5,12;3;;;;;;;;;;;;
DEF0D;01060014;Buchholz (Forstgutsbez.),gemfr. Gebiet;Buchholz (Forstgutsbez.),gemfr. Gebiet;no;0;40,91;3;;;;;;;;;;;;
DEF0D;01060015;Bühnsdorf;Bühnsdorf;no;366;4,15;3;;;;;;;;;;;;
DEF0D;01060016;Daldorf;Daldorf;no;642;15,16;3;;;;;;;;;;;;
DEF0D;01060017;Damsdorf;Damsdorf;no;234;7,74;3;;;;;;;;;;;;
DEF0D;01060018;Dreggers;Dreggers;no;55;2,79;3;;;;;;;;;;;;
DEF0D;01060019;Ellerau;Ellerau;no;6182;7,09;2;;;;;;;;;;;;
DEF0D;01060020;Fahrenkrug;Fahrenkrug;no;1675;6,21;2;;;;;;;;;;;;
DEF0D;01060021;Föhrden-Barl;Föhrden-Barl;no;302;9,23;3;;;;;;;;;;;;
DEF0D;01060022;Fredesdorf;Fredesdorf;no;406;5,89;3;;;;;;;;;;;;
DEF0D;01060023;Fuhlendorf;Fuhlendorf;no;426;6,49;3;;;;;;;;;;;;
DEF0D;01060024;Geschendorf;Geschendorf;no;567;5,70;3;;;;;;;;;;;;
DEF0D;01060025;Glasau;Glasau;no;907;18,83;3;;;;;;;;;;;;
DEF0D;01060026;Gönnebek;Gönnebek;no;478;14,86;3;;;;;;;;;;;;
DEF0D;01060027;Großenaspe;Großenaspe;no;2906;45,62;3;;;;;;;;;;;;
DEF0D;01060028;Groß Kummerfeld;Groß Kummerfeld;no;1937;30,19;3;;;;;;;;;;;;
DEF0D;01060029;Groß Niendorf;Groß Niendorf;no;669;10,68;3;;;;;;;;;;;;
DEF0D;01060030;Groß Rönnau;Groß Rönnau;no;594;6,38;2;;;;;;;;;;;;
DEF0D;01060031;Hagen;Hagen;no;488;8,20;3;;;;;;;;;;;;
DEF0D;01060033;Hardebek;Hardebek;no;450;10,01;3;;;;;;;;;;;;
DEF0D;01060034;Hartenholm;Hartenholm;no;1837;15,38;3;;;;;;;;;;;;
DEF0D;01060035;Hasenkrug;Hasenkrug;no;334;5,20;3;;;;;;;;;;;;
DEF0D;01060036;Hasenmoor;Hasenmoor;no;712;17,76;3;;;;;;;;;;;;
DEF0D;01060037;Heidmoor;Heidmoor;no;320;18,24;3;;;;;;;;;;;;
DEF0D;01060038;Heidmühlen;Heidmühlen;no;674;17,83;3;;;;;;;;;;;;
DEF0D;01060039;Henstedt-Ulzburg;Henstedt-Ulzburg;no;28056;39,46;2;;;;;;;;;;;;
DEF0D;01060040;Hitzhusen;Hitzhusen;no;1245;7,93;2;;;;;;;;;;;;
DEF0D;01060041;Högersdorf;Högersdorf;no;408;4,95;3;;;;;;;;;;;;
DEF0D;01060042;Hüttblek;Hüttblek;no;382;2,75;3;;;;;;;;;;;;
DEF0D;01060043;Itzstedt;Itzstedt;no;2348;7,13;3;;;;;;;;;;;;
DEF0D;01060044;Kaltenkirchen, Stadt;Kaltenkirchen, Stadt;no;21386;23,11;2;;;;;;;;;;;;
DEF0D;01060045;Kattendorf;Kattendorf;no;847;9,84;3;;;;;;;;;;;;
DEF0D;01060046;Kayhude;Kayhude;no;1163;5,25;3;;;;;;;;;;;;
DEF0D;01060047;Kisdorf;Kisdorf;no;3900;24,51;2;;;;;;;;;;;;
DEF0D;01060048;Klein Gladebrügge;Klein Gladebrügge;no;558;4,67;3;;;;;;;;;;;;
DEF0D;01060049;Klein Rönnau;Klein Rönnau;no;1643;4,53;2;;;;;;;;;;;;
DEF0D;01060050;Krems II;Krems II;no;404;11,25;3;;;;;;;;;;;;
DEF0D;01060051;Kükels;Kükels;no;439;8,45;3;;;;;;;;;;;;
DEF0D;01060052;Latendorf;Latendorf;no;590;17,94;3;;;;;;;;;;;;
DEF0D;01060053;Leezen;Leezen;no;1716;14,98;3;;;;;;;;;;;;
DEF0D;01060054;Lentföhrden;Lentföhrden;no;2603;20,08;3;;;;;;;;;;;;
DEF0D;01060056;Mönkloh;Mönkloh;no;247;12,52;3;;;;;;;;;;;;
DEF0D;01060057;Mözen;Mözen;no;436;7,72;3;;;;;;;;;;;;
DEF0D;01060058;Nahe;Nahe;no;2377;10,37;3;;;;;;;;;;;;
DEF0D;01060059;Negernbötel;Negernbötel;no;998;16,97;3;;;;;;;;;;;;
DEF0D;01060060;Nehms;Nehms;no;559;15,32;3;;;;;;;;;;;;
DEF0D;01060061;Neuengörs;Neuengörs;no;800;13,40;3;;;;;;;;;;;;
DEF0D;01060062;Neversdorf;Neversdorf;no;729;7,22;3;;;;;;;;;;;;
DEF0D;01060063;Norderstedt, Stadt;Norderstedt, Stadt;no;78679;58,10;2;;;;;;;;;;;;
DEF0D;01060064;Nützen;Nützen;no;1167;21,62;3;;;;;;;;;;;;
DEF0D;01060065;Oering;Oering;no;1322;9,09;3;;;;;;;;;;;;
DEF0D;01060066;Oersdorf;Oersdorf;no;856;6,65;2;;;;;;;;;;;;
DEF0D;01060067;Pronstorf;Pronstorf;no;1633;36,31;3;;;;;;;;;;;;
DEF0D;01060068;Rickling;Rickling;no;3117;38,94;3;;;;;;;;;;;;
DEF0D;01060069;Rohlstorf;Rohlstorf;no;1267;19,68;3;;;;;;;;;;;;
DEF0D;01060070;Schackendorf;Schackendorf;no;861;7,85;2;;;;;;;;;;;;
DEF0D;01060071;Schieren;Schieren;no;268;6,36;3;;;;;;;;;;;;
DEF0D;01060072;Schmalensee;Schmalensee;no;469;8,68;3;;;;;;;;;;;;
DEF0D;01060073;Schmalfeld;Schmalfeld;no;1931;19,33;3;;;;;;;;;;;;
DEF0D;01060074;Schwissel;Schwissel;no;265;4,44;3;;;;;;;;;;;;
DEF0D;01060075;Seedorf;Seedorf;no;2187;48,94;3;;;;;;;;;;;;
DEF0D;01060076;Seth;Seth;no;2000;10,55;3;;;;;;;;;;;;
DEF0D;01060077;Sievershütten;Sievershütten;no;1144;7,08;3;;;;;;;;;;;;
DEF0D;01060079;Stipsdorf;Stipsdorf;no;231;3,51;3;;;;;;;;;;;;
DEF0D;01060080;Stocksee;Stocksee;no;398;11,38;3;;;;;;;;;;;;
DEF0D;01060081;Strukdorf;Strukdorf;no;257;7,30;3;;;;;;;;;;;;
DEF0D;01060082;Struvenhütten;Struvenhütten;no;981;12,88;3;;;;;;;;;;;;
DEF0D;01060084;Stuvenborn;Stuvenborn;no;851;7,98;3;;;;;;;;;;;;
DEF0D;01060085;Sülfeld;Sülfeld;no;3213;26,05;3;;;;;;;;;;;;
DEF0D;01060086;Tarbek;Tarbek;no;148;10,02;3;;;;;;;;;;;;
DEF0D;01060087;Tensfeld;Tensfeld;no;692;7,65;3;;;;;;;;;;;;
DEF0D;01060088;Todesfelde;Todesfelde;no;1072;17,25;3;;;;;;;;;;;;
DEF0D;01060089;Trappenkamp;Trappenkamp;no;5194;3,45;2;;;;;;;;;;;;
DEF0D;01060090;Travenhorst;Travenhorst;no;204;8,56;3;;;;;;;;;;;;
DEF0D;01060091;Traventhal;Traventhal;no;500;5,37;3;;;;;;;;;;;;
DEF0D;01060092;Wahlstedt, Stadt;Wahlstedt, Stadt;no;9490;15,75;2;;;;;;;;;;;;
DEF0D;01060093;Wakendorf I;Wakendorf I;no;464;5,34;3;;;;;;;;;;;;
DEF0D;01060094;Wakendorf II;Wakendorf II;no;1365;12,80;3;;;;;;;;;;;;
DEF0D;01060095;Weddelbrook;Weddelbrook;no;1041;14,06;3;;;;;;;;;;;;
DEF0D;01060096;Weede;Weede;no;1021;16,41;3;;;;;;;;;;;;
DEF0D;01060097;Wensin;Wensin;no;831;20,17;3;;;;;;;;;;;;
DEF0D;01060098;Westerrade;Westerrade;no;460;5,62;3;;;;;;;;;;;;
DEF0D;01060099;Wiemersdorf;Wiemersdorf;no;1655;17,55;3;;;;;;;;;;;;
DEF0D;01060100;Winsen;Winsen;no;396;4,08;3;;;;;;;;;;;;
DEF0D;01060101;Wittenborn;Wittenborn;no;953;6,19;3;;;;;;;;;;;;
DEF0E;01061001;Aasbüttel;Aasbüttel;no;145;4,51;3;;;;;;;;;;;;
DEF0E;01061002;Aebtissinwisch;Aebtissinwisch;no;53;3,04;3;;;;;;;;;;;;
DEF0E;01061003;Agethorst;Agethorst;no;196;6,10;3;;;;;;;;;;;;
DEF0E;01061004;Altenmoor;Altenmoor;no;230;6,12;3;;;;;;;;;;;;
DEF0E;01061005;Auufer;Auufer;no;136;5,12;3;;;;;;;;;;;;
DEF0E;01061006;Bahrenfleth;Bahrenfleth;no;556;14,76;3;;;;;;;;;;;;
DEF0E;01061007;Beidenfleth;Beidenfleth;no;846;13,60;3;;;;;;;;;;;;
DEF0E;01061008;Bekdorf;Bekdorf;no;101;1,70;3;;;;;;;;;;;;
DEF0E;01061010;Bekmünde;Bekmünde;no;150;2,90;3;;;;;;;;;;;;
DEF0E;01061011;Besdorf;Besdorf;no;237;7,37;3;;;;;;;;;;;;
DEF0E;01061012;Blomesche Wildnis;Blomesche Wildnis;no;662;6,92;3;;;;;;;;;;;;
DEF0E;01061013;Bokelrehm;Bokelrehm;no;147;2,69;3;;;;;;;;;;;;
DEF0E;01061014;Bokhorst;Bokhorst;no;141;5,87;3;;;;;;;;;;;;
DEF0E;01061015;Borsfleth;Borsfleth;no;730;15,20;3;;;;;;;;;;;;
DEF0E;01061016;Breitenberg;Breitenberg;no;342;2,90;3;;;;;;;;;;;;
DEF0E;01061017;Breitenburg;Breitenburg;no;1191;10,48;3;;;;;;;;;;;;
DEF0E;01061018;Brokdorf;Brokdorf;no;981;19,79;3;;;;;;;;;;;;
DEF0E;01061019;Brokstedt;Brokstedt;no;2027;12,62;3;;;;;;;;;;;;
DEF0E;01061020;Büttel;Büttel;no;48;11,08;3;;;;;;;;;;;;
DEF0E;01061021;Christinenthal;Christinenthal;no;67;3,37;3;;;;;;;;;;;;
DEF0E;01061022;Dägeling;Dägeling;no;1043;7,53;3;;;;;;;;;;;;
DEF0E;01061023;Dammfleth;Dammfleth;no;287;16,10;3;;;;;;;;;;;;
DEF0E;01061024;Drage;Drage;no;241;13,56;3;;;;;;;;;;;;
DEF0E;01061025;Ecklak;Ecklak;no;304;15,60;3;;;;;;;;;;;;
DEF0E;01061026;Elskop;Elskop;no;151;7,34;3;;;;;;;;;;;;
DEF0E;01061027;Engelbrechtsche Wildnis;Engelbrechtsche Wildnis;no;875;5,13;3;;;;;;;;;;;;
DEF0E;01061028;Fitzbek;Fitzbek;no;411;10,24;3;;;;;;;;;;;;
DEF0E;01061029;Glückstadt, Stadt;Glückstadt, Stadt;no;11143;22,75;2;;;;;;;;;;;;
DEF0E;01061030;Grevenkop;Grevenkop;no;315;9,63;3;;;;;;;;;;;;
DEF0E;01061031;Gribbohm;Gribbohm;no;446;13,23;3;;;;;;;;;;;;
DEF0E;01061033;Hadenfeld;Hadenfeld;no;144;2,35;3;;;;;;;;;;;;
DEF0E;01061034;Heiligenstedten;Heiligenstedten;no;1538;8,96;2;;;;;;;;;;;;
DEF0E;01061035;Heiligenstedtenerkamp;Heiligenstedtenerkamp;no;731;0,85;2;;;;;;;;;;;;
DEF0E;01061036;Hennstedt;Hennstedt;no;607;10,33;3;;;;;;;;;;;;
DEF0E;01061037;Herzhorn;Herzhorn;no;1111;12,43;3;;;;;;;;;;;;
DEF0E;01061038;Hingstheide;Hingstheide;no;80;3,83;3;;;;;;;;;;;;
DEF0E;01061039;Hodorf;Hodorf;no;209;7,49;3;;;;;;;;;;;;
DEF0E;01061040;Hohenaspe;Hohenaspe;no;1963;14,08;3;;;;;;;;;;;;
DEF0E;01061041;Hohenfelde;Hohenfelde;no;894;17,95;3;;;;;;;;;;;;
DEF0E;01061042;Hohenlockstedt;Hohenlockstedt;no;6160;45,60;3;;;;;;;;;;;;
DEF0E;01061043;Holstenniendorf;Holstenniendorf;no;405;12,09;3;;;;;;;;;;;;
DEF0E;01061044;Horst (Holstein);Horst (Holstein);no;5659;29,06;3;;;;;;;;;;;;
DEF0E;01061045;Huje;Huje;no;269;5,54;3;;;;;;;;;;;;
DEF0E;01061046;Itzehoe, Stadt;Itzehoe, Stadt;no;31848;28,03;2;;;;;;;;;;;;
DEF0E;01061047;Kaaks;Kaaks;no;437;8,56;3;;;;;;;;;;;;
DEF0E;01061048;Kaisborstel;Kaisborstel;no;78;2,97;3;;;;;;;;;;;;
DEF0E;01061049;Kellinghusen, Stadt;Kellinghusen, Stadt;no;8059;18,81;2;;;;;;;;;;;;
DEF0E;01061050;Kiebitzreihe;Kiebitzreihe;no;2169;8,70;2;;;;;;;;;;;;
DEF0E;01061052;Kleve;Kleve;no;555;5,57;3;;;;;;;;;;;;
DEF0E;01061053;Kollmoor;Kollmoor;no;32;3,33;3;;;;;;;;;;;;
DEF0E;01061054;Krempdorf;Krempdorf;no;224;5,65;3;;;;;;;;;;;;
DEF0E;01061055;Krempe, Stadt;Krempe, Stadt;no;2384;3,39;3;;;;;;;;;;;;
DEF0E;01061056;Kremperheide;Kremperheide;no;2338;3,98;2;;;;;;;;;;;;
DEF0E;01061057;Krempermoor;Krempermoor;no;560;1,55;3;;;;;;;;;;;;
DEF0E;01061058;Kronsmoor;Kronsmoor;no;172;6,05;3;;;;;;;;;;;;
DEF0E;01061059;Krummendiek;Krummendiek;no;91;1,78;3;;;;;;;;;;;;
DEF0E;01061060;Kudensee;Kudensee;no;123;3,04;3;;;;;;;;;;;;
DEF0E;01061061;Lägerdorf;Lägerdorf;no;2706;5,96;3;;;;;;;;;;;;
DEF0E;01061062;Landrecht;Landrecht;no;109;4,13;3;;;;;;;;;;;;
DEF0E;01061063;Landscheide;Landscheide;no;265;7,44;3;;;;;;;;;;;;
DEF0E;01061064;Lockstedt;Lockstedt;no;144;7,32;3;;;;;;;;;;;;
DEF0E;01061065;Lohbarbek;Lohbarbek;no;743;6,24;3;;;;;;;;;;;;
DEF0E;01061066;Looft;Looft;no;394;12,43;3;;;;;;;;;;;;
DEF0E;01061067;Mehlbek;Mehlbek;no;439;8,92;3;;;;;;;;;;;;
DEF0E;01061068;Moordiek;Moordiek;no;109;6,30;3;;;;;;;;;;;;
DEF0E;01061070;Moorhusen;Moorhusen;no;75;4,67;3;;;;;;;;;;;;
DEF0E;01061071;Mühlenbarbek;Mühlenbarbek;no;296;8,66;3;;;;;;;;;;;;
DEF0E;01061072;Münsterdorf;Münsterdorf;no;1857;5,12;3;;;;;;;;;;;;
DEF0E;01061073;Neuenbrook;Neuenbrook;no;718;14,32;3;;;;;;;;;;;;
DEF0E;01061074;Neuendorf b. Elmshorn;Neuendorf b. Elmshorn;no;852;15,79;3;;;;;;;;;;;;
DEF0E;01061076;Nienbüttel;Nienbüttel;no;123;4,16;3;;;;;;;;;;;;
DEF0E;01061077;Nortorf;Nortorf;no;870;20,20;3;;;;;;;;;;;;
DEF0E;01061078;Nutteln;Nutteln;no;261;6,97;3;;;;;;;;;;;;
DEF0E;01061079;Oelixdorf;Oelixdorf;no;1550;10,50;2;;;;;;;;;;;;
DEF0E;01061080;Oeschebüttel;Oeschebüttel;no;174;5,48;3;;;;;;;;;;;;
DEF0E;01061081;Oldenborstel;Oldenborstel;no;117;4,24;3;;;;;;;;;;;;
DEF0E;01061082;Oldendorf;Oldendorf;no;1097;10,35;2;;;;;;;;;;;;
DEF0E;01061083;Ottenbüttel;Ottenbüttel;no;748;10,06;3;;;;;;;;;;;;
DEF0E;01061084;Peissen;Peissen;no;261;10,17;3;;;;;;;;;;;;
DEF0E;01061085;Pöschendorf;Pöschendorf;no;264;5,92;3;;;;;;;;;;;;
DEF0E;01061086;Poyenberg;Poyenberg;no;406;8,82;3;;;;;;;;;;;;
DEF0E;01061087;Puls;Puls;no;581;10,90;3;;;;;;;;;;;;
DEF0E;01061088;Quarnstedt;Quarnstedt;no;431;10,59;3;;;;;;;;;;;;
DEF0E;01061089;Rade;Rade;no;93;3,92;3;;;;;;;;;;;;
DEF0E;01061091;Reher;Reher;no;730;15,30;3;;;;;;;;;;;;
DEF0E;01061092;Rethwisch;Rethwisch;no;570;9,84;3;;;;;;;;;;;;
DEF0E;01061093;Rosdorf;Rosdorf;no;375;5,61;3;;;;;;;;;;;;
DEF0E;01061095;Sankt Margarethen;Sankt Margarethen;no;844;12,79;3;;;;;;;;;;;;
DEF0E;01061096;Sarlhusen;Sarlhusen;no;450;10,86;3;;;;;;;;;;;;
DEF0E;01061097;Schenefeld;Schenefeld;no;2576;9,38;3;;;;;;;;;;;;
DEF0E;01061098;Schlotfeld;Schlotfeld;no;223;4,80;3;;;;;;;;;;;;
DEF0E;01061100;Silzen;Silzen;no;154;6,69;3;;;;;;;;;;;;
DEF0E;01061101;Sommerland;Sommerland;no;759;18,76;3;;;;;;;;;;;;
DEF0E;01061102;Stördorf;Stördorf;no;120;7,41;3;;;;;;;;;;;;
DEF0E;01061103;Störkathen;Störkathen;no;92;2,03;3;;;;;;;;;;;;
DEF0E;01061104;Süderau;Süderau;no;744;8,86;3;;;;;;;;;;;;
DEF0E;01061105;Vaale;Vaale;no;1202;14,91;3;;;;;;;;;;;;
DEF0E;01061106;Vaalermoor;Vaalermoor;no;133;6,22;3;;;;;;;;;;;;
DEF0E;01061107;Wacken;Wacken;no;1877;7,10;3;;;;;;;;;;;;
DEF0E;01061108;Warringholz;Warringholz;no;304;6,30;3;;;;;;;;;;;;
DEF0E;01061109;Westermoor;Westermoor;no;395;9,44;3;;;;;;;;;;;;
DEF0E;01061110;Wewelsfleth;Wewelsfleth;no;1337;24,54;3;;;;;;;;;;;;
DEF0E;01061111;Wiedenborstel;Wiedenborstel;no;11;4,52;3;;;;;;;;;;;;
DEF0E;01061112;Willenscharen;Willenscharen;no;175;7,61;3;;;;;;;;;;;;
DEF0E;01061113;Wilster, Stadt;Wilster, Stadt;no;4383;2,71;3;;;;;;;;;;;;
DEF0E;01061114;Winseldorf;Winseldorf;no;327;5,62;3;;;;;;;;;;;;
DEF0E;01061115;Wittenbergen;Wittenbergen;no;165;4,59;3;;;;;;;;;;;;
DEF0E;01061116;Wrist;Wrist;no;2396;10,12;2;;;;;;;;;;;;
DEF0E;01061117;Wulfsmoor;Wulfsmoor;no;379;8,78;3;;;;;;;;;;;;
DEF0E;01061118;Kollmar;Kollmar;no;1705;32,82;3;;;;;;;;;;;;
DEF0E;01061119;Neuendorf-Sachsenbande;Neuendorf-Sachsenbande;no;462;19,30;3;;;;;;;;;;;;
DEF0F;01062001;Ahrensburg, Stadt;Ahrensburg, Stadt;no;33305;35,29;2;;;;;;;;;;;;
DEF0F;01062003;Badendorf;Badendorf;no;837;6,11;3;;;;;;;;;;;;
DEF0F;01062004;Bad Oldesloe, Stadt;Bad Oldesloe, Stadt;no;24964;52,59;2;;;;;;;;;;;;
DEF0F;01062005;Bargfeld-Stegen;Bargfeld-Stegen;no;2972;17,82;3;;;;;;;;;;;;
DEF0F;01062006;Bargteheide, Stadt;Bargteheide, Stadt;no;16045;15,82;2;;;;;;;;;;;;
DEF0F;01062008;Barnitz;Barnitz;no;841;11,80;3;;;;;;;;;;;;
DEF0F;01062009;Barsbüttel;Barsbüttel;no;12681;24,68;2;;;;;;;;;;;;
DEF0F;01062011;Braak;Braak;no;990;7,51;3;;;;;;;;;;;;
DEF0F;01062014;Delingsdorf;Delingsdorf;no;2116;8,09;2;;;;;;;;;;;;
DEF0F;01062016;Elmenhorst;Elmenhorst;no;2716;14,93;3;;;;;;;;;;;;
DEF0F;01062018;Glinde, Stadt;Glinde, Stadt;no;18365;11,21;2;;;;;;;;;;;;
DEF0F;01062019;Grabau;Grabau;no;786;9,14;3;;;;;;;;;;;;
DEF0F;01062020;Grande;Grande;no;695;7,86;3;;;;;;;;;;;;
DEF0F;01062021;Grönwohld;Grönwohld;no;1464;9,79;3;;;;;;;;;;;;
DEF0F;01062022;Großensee;Großensee;no;1781;12,10;3;;;;;;;;;;;;
DEF0F;01062023;Großhansdorf;Großhansdorf;no;9377;11,20;2;;;;;;;;;;;;
DEF0F;01062025;Hamberge;Hamberge;no;1616;6,74;3;;;;;;;;;;;;
DEF0F;01062026;Hamfelde;Hamfelde;no;504;2,72;3;;;;;;;;;;;;
DEF0F;01062027;Hammoor;Hammoor;no;1312;7,82;3;;;;;;;;;;;;
DEF0F;01062031;Heidekamp;Heidekamp;no;448;3,49;3;;;;;;;;;;;;
DEF0F;01062032;Heilshoop;Heilshoop;no;541;8,50;3;;;;;;;;;;;;
DEF0F;01062033;Hohenfelde;Hohenfelde;no;50;1,63;3;;;;;;;;;;;;
DEF0F;01062035;Hoisdorf;Hoisdorf;no;3493;16,04;2;;;;;;;;;;;;
DEF0F;01062036;Jersbek;Jersbek;no;1707;17,91;3;;;;;;;;;;;;
DEF0F;01062039;Klein Wesenberg;Klein Wesenberg;no;753;8,74;3;;;;;;;;;;;;
DEF0F;01062040;Köthel;Köthel;no;335;3,85;3;;;;;;;;;;;;
DEF0F;01062045;Lütjensee;Lütjensee;no;3435;14,05;3;;;;;;;;;;;;
DEF0F;01062046;Meddewade;Meddewade;no;917;3,10;3;;;;;;;;;;;;
DEF0F;01062048;Mönkhagen;Mönkhagen;no;661;7,31;3;;;;;;;;;;;;
DEF0F;01062050;Neritz;Neritz;no;327;4,66;3;;;;;;;;;;;;
DEF0F;01062051;Nienwohld;Nienwohld;no;479;9,19;3;;;;;;;;;;;;
DEF0F;01062053;Oststeinbek;Oststeinbek;no;8902;11,36;2;;;;;;;;;;;;
DEF0F;01062056;Pölitz;Pölitz;no;1213;12,96;3;;;;;;;;;;;;
DEF0F;01062058;Rausdorf;Rausdorf;no;235;4,87;3;;;;;;;;;;;;
DEF0F;01062059;Rehhorst;Rehhorst;no;711;16,18;3;;;;;;;;;;;;
DEF0F;01062060;Reinbek, Stadt;Reinbek, Stadt;no;27409;31,26;2;;;;;;;;;;;;
